year,month,day,max,min
2020,2,day10,25.940036,21.645034
2020,2,day11,26.834278,20.264924
2020,2,day12,23.699847,16.979411
2020,2,day13,23.067089,15.555248
2020,2,day14,25.681578,19.122402
2020,2,day15,22.091779,14.22672
2020,2,day16,23.59571,15.952861
2020,2,day17,21.332477,16.835833
2020,2,day18,21.918093,17.259464
2020,2,day19,22.935965,16.098636
2020,2,day2,21.728175,16.924253
2020,2,day20,23.076138,15.312522
2020,2,day21,26.369556,18.985821
2020,2,day22,22.503632,15.963403
2020,2,day23,24.305048,19.804367
2020,2,day24,22.816948,16.683036
2020,2,day25,24.015439,19.340895
2020,2,day26,26.649642,22.032865
2020,2,day27,24.952397,18.069866
2020,2,day28,24.630833,17.260713
2020,2,day29,24.381708,17.080763
2020,2,day3,21.833261,14.671769
2020,2,day30,21.170241,16.988394
2020,2,day31,24.848722,18.541637
2020,2,day4,21.157704,14.941618
2020,2,day5,23.213467,15.99882
2020,2,day6,24.309882,17.862088
2020,2,day7,21.517293,16.28013
2020,2,day8,26.99757,20.122092
2020,2,day9,24.154174,17.077516
2020,3,day1,27.834983,20.767147
2020,3,day10,25.803698,18.930247
2020,3,day11,28.333402,20.890292
2020,3,day12,29.780448,25.257383
2020,3,day13,26.151444,19.90484
2020,3,day14,25.842899,19.977008
2020,3,day15,25.533033,20.541358
2020,3,day16,24.509073,19.348225
2020,3,day17,26.233102,19.771592
2020,3,day18,25.417825,17.956595
2020,3,day19,24.886401,19.576658
2020,3,day2,26.427724,19.871759
2020,3,day20,27.394325,22.143466
2020,3,day21,28.506931,22.513869
2020,3,day22,27.016552,21.021513
2020,3,day23,25.779446,21.686741
2020,3,day24,29.5996,23.577822
2020,3,day25,29.728323,24.867745
2020,3,day26,26.045574,21.843412
2020,3,day27,26.897568,19.368211
2020,3,day28,27.853763,21.971416
2020,3,day29,27.148348,19.759658
2020,3,day3,26.916432,20.407776
2020,3,day30,26.51377,18.983947
2020,3,day31,28.293252,21.237825
2020,3,day4,25.666233,17.839632
2020,3,day5,26.825872,19.60712
2020,3,day6,28.038148,22.848413
2020,3,day7,24.366041,20.126389
2020,3,day8,26.565836,20.628832
2020,3,day9,25.152341,18.7257
2020,4,day1,27.195624,21.593298
2020,4,day10,26.194347,20.157857
2020,4,day11,28.000467,23.819254
2020,4,day12,25.822218,20.490055
2020,4,day13,27.842465,22.014511
2020,4,day14,28.637563,22.57554
2020,4,day15,26.967795,20.515523
2020,4,day16,25.975012,18.012549
2020,4,day17,29.435916,24.238979
2020,4,day18,27.018241,19.705083
2020,4,day19,28.194039,21.35908
2020,4,day2,28.42169,23.643069
2020,4,day20,26.798743,19.535748
2020,4,day21,27.210147,20.514921
2020,4,day22,30.879388,24.54458
2020,4,day23,29.780529,22.879232
2020,4,day24,29.128262,25.021673
2020,4,day25,27.847541,19.979258
2020,4,day26,29.697424,22.592776
2020,4,day27,28.465806,21.580206
2020,4,day28,28.50114,23.819091
2020,4,day29,28.774151,22.295208
2020,4,day3,28.319338,24.025211
2020,4,day30,30.047003,25.4559
2020,4,day31,29.084361,24.958079
2020,4,day4,28.025533,20.967917
2020,4,day5,26.678324,18.721961
2020,4,day6,29.082392,24.607148
2020,4,day7,30.850497,25.274882
2020,4,day8,29.769383,24.413042
2020,4,day9,30.633691,23.613831
2020,5,day1,29.617434,25.177852
2020,5,day10,24.967298,17.318801
2020,5,day11,25.982165,20.565017
2020,5,day12,28.560142,21.676444
2020,5,day13,27.788058,21.014805
2020,5,day14,27.588663,22.819606
2020,5,day15,25.407318,19.174971
2020,5,day16,25.277405,17.385763
2020,5,day17,25.713891,20.557874
2020,5,day18,25.17187,18.351917
2020,5,day19,25.830448,20.435235
2020,5,day2,24.041827,18.787058
2020,5,day20,29.530405,22.348784
2020,5,day21,25.568948,21.081452
2020,5,day22,27.987937,22.46916
2020,5,day23,29.809166,22.535657
2020,5,day24,29.655856,22.437393
2020,5,day25,25.670919,20.520398
2020,5,day26,28.213051,22.827597
2020,5,day27,26.58246,21.556684
2020,5,day28,26.802679,21.994407
2020,5,day29,27.159671,19.427575
2020,5,day3,24.836791,18.07479
2020,5,day30,28.105231,23.556139
2020,5,day31,27.622265,21.274943
2020,5,day4,26.390468,19.290578
2020,5,day5,29.451329,21.960058
2020,5,day6,28.343227,24.094102
2020,5,day7,24.756698,19.927331
2020,5,day8,25.8785,19.229593
2020,5,day9,27.081066,21.826056
2020,6,day1,22.454748,15.775412
2020,6,day10,22.927006,16.343415
2020,6,day11,26.447622,22.089779
2020,6,day12,24.4448,18.304191
2020,6,day13,25.338706,17.592029
2020,6,day14,26.479378,21.779119
2020,6,day15,26.29347,21.590315
2020,6,day16,26.517809,18.529122
2020,6,day17,23.381967,17.400432
2020,6,day18,26.619652,18.771127
2020,6,day19,26.556238,19.049266
2020,6,day2,24.186249,17.634471
2020,6,day20,21.055603,14.783756
2020,6,day21,21.643804,13.711829
2020,6,day22,22.70737,14.750972
2020,6,day23,24.259803,18.284153
2020,6,day24,26.631363,19.227124
2020,6,day25,23.808125,19.036879
2020,6,day26,21.675881,17.025904
2020,6,day27,23.753487,18.724427
2020,6,day28,22.117194,15.170723
2020,6,day29,25.744606,19.473481
2020,6,day3,21.314947,15.661741
2020,6,day30,25.543697,20.841717
2020,6,day31,26.136879,18.548708
2020,6,day4,25.304148,20.901969
2020,6,day5,25.624596,21.603871
2020,6,day6,24.302115,16.585717
2020,6,day7,23.441445,15.701316
2020,6,day8,26.270398,20.360604
2020,6,day9,22.196736,14.34108
2020,7,day1,21.961939,15.900816
2020,7,day10,17.709349,12.482124
2020,7,day11,19.4325,13.422418
2020,7,day12,22.37071,15.556482
2020,7,day13,18.865868,14.396205
2020,7,day14,22.496782,17.316632
2020,7,day15,20.687753,15.811238
2020,7,day16,17.801413,13.18867
2020,7,day17,21.486409,15.063453
2020,7,day18,19.495074,13.298136
2020,7,day19,19.824968,13.674898
2020,7,day2,17.520427,10.843403
2020,7,day20,20.984567,16.11092
2020,7,day21,18.484793,11.465834
2020,7,day22,22.23881,17.911329
2020,7,day23,19.680488,12.865423
2020,7,day24,17.468616,11.211941
2020,7,day25,17.370548,11.179951
2020,7,day26,20.032922,13.742116
2020,7,day27,17.899114,12.586644
2020,7,day28,20.122049,15.657089
2020,7,day29,18.232409,11.899818
2020,7,day3,18.108687,13.54624
2020,7,day30,17.54565,11.504148
2020,7,day31,21.852152,16.038423
2020,7,day4,18.94161,13.949422
2020,7,day5,18.564712,13.622627
2020,7,day6,21.52254,13.706401
2020,7,day7,18.811675,11.920145
2020,7,day8,17.068614,10.453881
2020,7,day9,21.156612,16.908114
2020,8,day1,16.079487,10.252293
2020,8,day10,15.453202,8.377313
2020,8,day11,17.594966,9.681633
2020,8,day12,16.875285,11.193837
2020,8,day13,18.95714,13.427221
2020,8,day14,18.217722,10.590652
2020,8,day15,15.253873,8.522952
2020,8,day16,16.970755,10.813554
2020,8,day17,16.921205,11.530125
2020,8,day18,14.070842,7.921808
2020,8,day19,16.173055,9.261623
2020,8,day2,13.346421,7.496907
2020,8,day20,14.336141,10.322248
2020,8,day21,13.136412,7.94296
2020,8,day22,17.040999,10.863218
2020,8,day23,16.191602,8.89816
2020,8,day24,14.485072,9.100433
2020,8,day25,14.653898,6.904257
2020,8,day26,17.350144,12.898765
2020,8,day27,17.856869,12.179907
2020,8,day28,17.596321,10.061294
2020,8,day29,13.093875,8.269548
2020,8,day3,17.841492,10.948372
2020,8,day30,13.60538,9.471075
2020,8,day31,16.586709,9.773564
2020,8,day4,15.375692,8.109879
2020,8,day5,17.474827,11.161582
2020,8,day6,13.271739,7.893623
2020,8,day7,13.382559,5.406065
2020,8,day8,18.607497,14.33142
2020,8,day9,18.602653,14.475714
2020,9,day1,10.363855,3.40169
2020,9,day10,11.398053,6.196049
2020,9,day11,10.437543,2.643462
2020,9,day12,15.35008,7.703769
2020,9,day13,13.827756,8.118953
2020,9,day14,13.045521,5.156361
2020,9,day15,15.721315,9.035945
2020,9,day16,14.786624,9.511687
2020,9,day17,12.569745,7.972874
2020,9,day18,12.330558,5.312894
2020,9,day19,12.91291,5.515546
2020,9,day2,12.485389,7.548032
2020,9,day20,11.876215,5.045908
2020,9,day21,14.906454,7.247489
2020,9,day22,13.446112,5.574968
2020,9,day23,13.415517,8.879146
2020,9,day24,11.528948,6.715601
2020,9,day25,13.952032,6.263127
2020,9,day26,15.154597,10.784741
2020,9,day27,14.419305,9.657379
2020,9,day28,11.682566,4.987879
2020,9,day29,13.689329,6.194847
2020,9,day3,11.375412,3.920491
2020,9,day30,11.200777,4.153991
2020,9,day31,14.417628,8.182226
2020,9,day4,10.410461,4.394878
2020,9,day5,11.807377,4.544232
2020,9,day6,14.460902,9.185287
2020,9,day7,13.659303,6.969175
2020,9,day8,11.995787,6.78873
2020,9,day9,10.931359,4.29051
2020,10,day1,11.876365,4.39847
2020,10,day10,11.155557,6.109311
2020,10,day11,12.076899,6.08779
2020,10,day12,9.591649,1.666376
2020,10,day13,11.816943,4.458018
2020,10,day14,14.485983,9.003163
2020,10,day15,11.483581,5.233482
2020,10,day16,10.327645,5.743954
2020,10,day17,10.564645,2.825612
2020,10,day18,12.474858,6.804545
2020,10,day19,9.914468,4.595007
2020,10,day2,10.997786,3.169707
2020,10,day20,11.279039,3.945588
2020,10,day21,11.995809,5.377377
2020,10,day22,13.10908,8.079773
2020,10,day23,13.929552,6.063519
2020,10,day24,12.850167,6.887784
2020,10,day25,10.009402,2.8295
2020,10,day26,10.015594,3.13434
2020,10,day27,11.929898,4.2623
2020,10,day28,12.252821,5.685583
2020,10,day29,9.352392,5.217097
2020,10,day3,9.092002,1.343363
2020,10,day30,14.080184,6.299432
2020,10,day31,13.009293,5.951938
2020,10,day4,14.772465,10.303201
2020,10,day5,14.997432,9.081749
2020,10,day6,10.455559,4.037953
2020,10,day7,10.227079,2.566573
2020,10,day8,12.312476,5.21042
2020,10,day9,11.28397,5.14937
2020,11,day1,12.54615,5.175971
2020,11,day10,10.174652,2.922023
2020,11,day11,14.115994,6.891324
2020,11,day12,15.530437,11.102371
2020,11,day13,10.64968,6.05409
2020,11,day14,11.223389,5.117565
2020,11,day15,14.963083,9.893784
2020,11,day16,12.453175,6.960969
2020,11,day17,12.507961,6.247952
2020,11,day18,16.013195,11.109766
2020,11,day19,14.176047,6.784578
2020,11,day2,11.460397,4.631719
2020,11,day20,13.994211,6.561334
2020,11,day21,14.629312,10.25531
2020,11,day22,12.347381,6.136575
2020,11,day23,10.408486,6.370686
2020,11,day24,11.100098,5.100665
2020,11,day25,12.675255,5.537749
2020,11,day26,13.466937,6.035095
2020,11,day27,10.643968,4.531331
2020,11,day28,10.327107,5.481439
2020,11,day29,15.280498,7.730281
2020,11,day3,10.126646,4.103714
2020,11,day30,12.924798,8.738551
2020,11,day31,10.517885,2.815546
2020,11,day4,12.311001,5.83966
2020,11,day5,14.072325,7.606248
2020,11,day6,12.971022,7.019604
2020,11,day7,10.111471,3.904897
2020,11,day8,10.142903,4.025232
2020,11,day9,11.720241,3.810324
2020,12,day1,18.39587,12.14183
2020,12,day10,13.839704,5.885792
2020,12,day11,17.344981,11.34181
2020,12,day12,18.84594,14.631154
2020,12,day13,15.62253,8.267831
2020,12,day14,15.043556,7.967534
2020,12,day15,18.72915,13.142338
2020,12,day16,17.641329,13.522827
2020,12,day17,14.639962,6.669619
2020,12,day18,15.943621,10.520376
2020,12,day19,18.646857,12.919465
2020,12,day2,13.197411,5.482345
2020,12,day20,17.078169,10.435482
2020,12,day21,13.514165,7.039701
2020,12,day22,17.788331,10.935897
2020,12,day23,13.492228,8.875344
2020,12,day24,17.270063,10.734459
2020,12,day25,17.437932,12.171219
2020,12,day26,13.639306,9.618525
2020,12,day27,14.849605,9.409935
2020,12,day28,14.618599,10.088571
2020,12,day29,14.124351,8.328976
2020,12,day3,14.886908,7.041031
2020,12,day30,16.32844,10.696263
2020,12,day31,13.157571,7.741914
2020,12,day4,16.522217,9.513199
2020,12,day5,17.276268,11.683084
2020,12,day6,13.461625,8.811824
2020,12,day7,14.442833,7.104231
2020,12,day8,15.33494,7.748837
2020,12,day9,14.990379,7.967942
2021,1,day1,17.558386,11.16621
2021,1,day10,19.526614,13.589689
2021,1,day11,17.461528,12.454729
2021,1,day12,18.47954,11.979406
2021,1,day13,20.562838,15.780645
2021,1,day14,17.641834,12.423202
2021,1,day15,22.692941,17.364072
2021,1,day16,20.721153,13.504847
2021,1,day17,18.97725,13.638305
2021,1,day18,21.892853,14.454819
2021,1,day19,22.845352,18.300854
2021,1,day2,18.946582,13.40563
2021,1,day20,18.923991,11.134875
2021,1,day21,18.205109,12.948376
2021,1,day22,22.787448,14.912547
2021,1,day23,18.748689,11.968858
2021,1,day24,19.946044,13.642527
2021,1,day25,18.454546,12.950325
2021,1,day26,21.898967,16.327227
2021,1,day27,17.683327,11.427925
2021,1,day28,20.553362,14.370846
2021,1,day29,21.090276,14.889879
2021,1,day3,18.751084,13.199886
2021,1,day30,22.718028,16.871539
2021,1,day31,21.250202,15.496382
2021,1,day4,17.508197,9.903653
2021,1,day5,22.431245,14.518553
2021,1,day6,20.431763,15.753431
2021,1,day7,19.284392,14.729032
2021,1,day8,18.806788,12.834292
2021,1,day9,17.379603,11.640898
2021,2,day1,22.747987,15.976646
2021,2,day10,24.261871,17.098988
2021,2,day11,23.157177,15.575171
2021,2,day12,24.221436,17.668714
2021,2,day13,21.509892,14.434075
2021,2,day14,24.94561,19.525575
2021,2,day15,24.881999,20.704812
2021,2,day16,26.901649,20.191762
2021,2,day17,23.397706,16.386975
2021,2,day18,26.794301,21.072478
2021,2,day19,21.063287,16.028333
2021,2,day2,25.913793,18.731166
2021,2,day20,24.064057,17.988866
2021,2,day21,24.48311,18.182168
2021,2,day22,23.674671,18.110135
2021,2,day23,25.634053,19.279694
2021,2,day24,24.002795,18.622925
2021,2,day25,21.147376,16.729178
2021,2,day26,23.495853,15.648941
2021,2,day27,21.696416,13.933711
2021,2,day28,21.850051,16.60249
2021,2,day29,23.731996,18.904527
2021,2,day3,23.45485,17.457637
2021,2,day30,23.897556,17.992906
2021,2,day31,23.628996,16.841943
2021,2,day4,24.800016,19.831932
2021,2,day5,24.951978,18.091032
2021,2,day6,25.734461,21.4386
2021,2,day7,26.944204,21.027265
2021,2,day8,23.404831,17.37838
2021,2,day9,26.522353,19.755518
2021,3,day1,25.84166,20.640604
2021,3,day10,26.52101,22.404241
2021,3,day11,27.612845,22.823547
2021,3,day12,27.481422,21.926079
2021,3,day13,28.156617,23.333479
2021,3,day14,28.442156,21.207237
2021,3,day15,24.303586,19.896578
2021,3,day16,29.160079,24.41224
2021,3,day17,25.884113,20.053911
2021,3,day18,25.502324,18.051777
2021,3,day19,27.094493,20.538059
2021,3,day2,28.789319,24.328978
2021,3,day20,27.510028,21.064795
2021,3,day21,27.450232,22.058533
2021,3,day22,29.00131,22.531859
2021,3,day23,28.810633,21.986679
2021,3,day24,25.712872,19.254934
2021,3,day25,24.436715,19.900924
2021,3,day26,24.635373,19.413853
2021,3,day27,25.02647,18.252724
2021,3,day28,26.993152,21.320196
2021,3,day29,24.755407,19.220567
2021,3,day3,29.023283,22.431404
2021,3,day30,25.042725,18.500719
2021,3,day31,28.088801,21.50776
2021,3,day4,27.991039,23.333623
2021,3,day5,29.831606,24.855954
2021,3,day6,24.974923,20.33438
2021,3,day7,27.287297,19.453446
2021,3,day8,25.319337,19.699147
2021,3,day9,25.034914,18.472998
2021,4,day1,30.999397,24.779747
2021,4,day10,25.496024,21.372581
2021,4,day11,29.56634,24.39798
2021,4,day12,26.649118,20.498683
2021,4,day13,26.009254,20.179968
2021,4,day14,29.45511,22.391431
2021,4,day15,28.298357,23.845513
2021,4,day16,25.68524,18.584788
2021,4,day17,29.939697,24.47225
2021,4,day18,29.935666,25.769223
2021,4,day19,29.313881,23.128468
2021,4,day2,27.937852,23.376666
2021,4,day20,30.938654,26.528989
2021,4,day21,29.980424,22.975042
2021,4,day22,26.786254,18.789003
2021,4,day23,27.698394,22.304086
2021,4,day24,29.900372,24.144092
2021,4,day25,30.963746,23.86122
2021,4,day26,26.421676,19.178865
2021,4,day27,28.527543,23.12502
2021,4,day28,29.264524,22.733441
2021,4,day29,25.99589,21.43895
2021,4,day3,26.88748,21.083476
2021,4,day30,26.239718,21.411947
2021,4,day31,25.356147,19.952885
2021,4,day4,25.321668,19.885511
2021,4,day5,25.057501,20.511362
2021,4,day6,29.891296,22.035979
2021,4,day7,28.032628,22.052749
2021,4,day8,29.10818,23.445658
2021,4,day9,30.039351,24.084553
2021,5,day1,25.614713,19.459639
2021,5,day10,28.196572,20.882645
2021,5,day11,28.497045,21.792107
2021,5,day12,26.864956,20.555253
2021,5,day13,25.540506,19.883606
2021,5,day14,26.640154,20.105643
2021,5,day15,29.208954,24.836575
2021,5,day16,27.021884,21.908981
2021,5,day17,29.54622,24.069935
2021,5,day18,29.629728,24.320571
2021,5,day19,23.943042,16.846501
2021,5,day2,25.870125,19.05391
2021,5,day20,28.324547,21.40082
2021,5,day21,26.678899,20.022323
2021,5,day22,26.07754,21.824217
2021,5,day23,27.13475,22.26343
2021,5,day24,26.506062,21.658656
2021,5,day25,25.539424,18.22605
2021,5,day26,25.954734,19.643
2021,5,day27,27.325056,21.383704
2021,5,day28,25.990641,19.260433
2021,5,day29,24.218659,19.82036
2021,5,day3,25.664203,20.59483
2021,5,day30,28.631542,22.793215
2021,5,day31,24.673626,17.24302
2021,5,day4,29.076304,21.134351
2021,5,day5,28.003999,23.623098
2021,5,day6,29.704835,22.562071
2021,5,day7,29.440816,21.470871
2021,5,day8,29.130489,24.622936
2021,5,day9,29.124676,24.125967
2021,6,day1,23.647716,19.645012
2021,6,day10,22.404863,15.782922
2021,6,day11,25.222188,21.217843
2021,6,day12,23.86084,19.330041
2021,6,day13,22.357145,15.637214
2021,6,day14,21.055722,14.273333
2021,6,day15,25.902654,17.950035
2021,6,day16,23.533884,19.005183
2021,6,day17,21.42497,15.89269
2021,6,day18,25.38458,20.974872
2021,6,day19,22.880109,15.356153
2021,6,day2,26.748191,21.938918
2021,6,day20,21.822776,14.728934
2021,6,day21,25.518947,20.986362
2021,6,day22,26.957641,22.386229
2021,6,day23,24.18305,20.149151
2021,6,day24,24.900121,19.139724
2021,6,day25,25.334592,18.822272
2021,6,day26,21.908245,16.261405
2021,6,day27,25.119397,17.679547
2021,6,day28,21.520128,17.118268
2021,6,day29,25.514674,19.156378
2021,6,day3,25.131551,20.603899
2021,6,day30,23.304191,15.451197
2021,6,day31,22.887022,18.327701
2021,6,day4,24.899983,20.264073
2021,6,day5,26.596353,21.500276
2021,6,day6,24.927528,19.925971
2021,6,day7,23.231063,15.615862
2021,6,day8,21.99315,16.407784
2021,6,day9,22.833055,16.03529
2021,7,day1,18.661806,14.324811
2021,7,day10,17.676462,11.678132
2021,7,day11,20.563579,14.450433
2021,7,day12,22.866182,14.918652
2021,7,day13,22.603546,18.075615
2021,7,day14,22.164884,15.891362
2021,7,day15,19.192475,12.460707
2021,7,day16,21.576356,13.758544
2021,7,day17,21.622202,17.555445
2021,7,day18,17.405195,12.356454
2021,7,day19,17.238961,12.997086
2021,7,day2,20.32038,13.920348
2021,7,day20,21.73574,15.709298
2021,7,day21,20.771424,14.767228
2021,7,day22,19.492592,12.685349
2021,7,day23,17.494567,11.348308
2021,7,day24,20.696282,15.586411
2021,7,day25,18.859441,12.814223
2021,7,day26,18.219185,10.986945
2021,7,day27,20.218341,14.655415
2021,7,day28,20.805765,13.46766
2021,7,day29,21.086334,16.821874
2021,7,day3,20.645559,13.52968
2021,7,day30,21.192055,14.272222
2021,7,day31,22.078809,17.847185
2021,7,day4,21.142856,13.751288
2021,7,day5,20.950432,15.743835
2021,7,day6,20.106495,14.068405
2021,7,day7,21.487062,16.304894
2021,7,day8,17.327415,9.735765
2021,7,day9,22.728029,16.748478
2021,8,day1,13.517277,7.779342
2021,8,day10,14.612587,7.066928
2021,8,day11,17.628582,13.511157
2021,8,day12,17.842647,12.754725
2021,8,day13,13.383232,6.533939
2021,8,day14,16.45991,12.15163
2021,8,day15,15.731187,10.290691
2021,8,day16,15.99766,9.730116
2021,8,day17,15.206127,10.185662
2021,8,day18,13.617429,7.32178
2021,8,day19,17.33667,12.423053
2021,8,day2,15.720231,9.284901
2021,8,day20,16.052949,11.876798
2021,8,day21,18.177571,13.199365
2021,8,day22,15.830588,10.29867
2021,8,day23,13.900508,6.175868
2021,8,day24,18.144911,11.933452
2021,8,day25,18.483686,11.521023
2021,8,day26,15.516216,10.229008
2021,8,day27,15.49754,8.616388
2021,8,day28,14.627548,10.315999
2021,8,day29,15.236849,9.228685
2021,8,day3,14.85574,7.888966
2021,8,day30,18.411646,13.694269
2021,8,day31,17.826028,9.900373
2021,8,day4,17.443949,12.966177
2021,8,day5,17.247404,10.441405
2021,8,day6,13.982996,6.170931
2021,8,day7,16.138032,9.006084
2021,8,day8,17.324593,12.656741
2021,8,day9,13.761584,6.637088
2021,9,day1,15.796273,11.520567
2021,9,day10,14.63469,9.654183
2021,9,day11,10.110064,4.46992
2021,9,day12,11.469783,6.084088
2021,9,day13,15.109241,7.600446
2021,9,day14,15.777738,11.77189
2021,9,day15,14.01562,6.619596
2021,9,day16,14.435087,10.019291
2021,9,day17,13.250684,8.298013
2021,9,day18,13.02397,8.78439
2021,9,day19,16.053552,9.206942
2021,9,day2,12.862362,7.733134
2021,9,day20,10.629957,2.944859
2021,9,day21,15.455522,9.376485
2021,9,day22,14.276878,8.78691
2021,9,day23,15.919126,11.579516
2021,9,day24,10.645259,6.111203
2021,9,day25,14.991574,10.692252
2021,9,day26,13.478721,7.73879
2021,9,day27,15.857106,10.910019
2021,9,day28,11.637742,6.377707
2021,9,day29,14.876698,8.073795
2021,9,day3,15.140876,9.831672
2021,9,day30,14.483914,9.211683
2021,9,day31,11.703532,7.404782
2021,9,day4,13.390345,9.358468
2021,9,day5,11.275824,5.020597
2021,9,day6,11.895253,5.404383
2021,9,day7,12.855357,6.488593
2021,9,day8,13.031961,5.941508
2021,9,day9,11.244331,3.642558
2021,10,day1,10.216276,3.096528
2021,10,day10,14.015549,8.704374
2021,10,day11,9.547277,4.554402
2021,10,day12,11.134457,5.080618
2021,10,day13,13.0631,8.022433
2021,10,day14,14.94406,10.819731
2021,10,day15,11.426353,5.617549
2021,10,day16,13.488471,8.48906
2021,10,day17,11.772259,4.556672
2021,10,day18,9.838758,5.790931
2021,10,day19,13.982234,6.051965
2021,10,day2,12.508248,7.886606
2021,10,day20,9.784291,2.489598
2021,10,day21,11.233438,4.712248
2021,10,day22,12.86811,6.538815
2021,10,day23,10.552924,3.301936
2021,10,day24,9.130801,4.872913
2021,10,day25,14.414976,8.641251
2021,10,day26,9.772749,2.152437
2021,10,day27,13.976137,8.649937
2021,10,day28,9.256178,3.412198
2021,10,day29,10.007935,3.712398
2021,10,day3,9.98625,4.122029
2021,10,day30,13.930112,8.350118
2021,10,day31,9.176894,2.444042
2021,10,day4,11.439075,5.295377
2021,10,day5,14.787808,9.957263
2021,10,day6,10.849846,5.789815
2021,10,day7,9.719481,5.08902
2021,10,day8,13.116329,5.810782
2021,10,day9,13.181268,9.019949
2021,11,day1,11.10864,6.249776
2021,11,day10,14.884805,7.70542
2021,11,day11,16.008218,8.880555
2021,11,day12,12.226469,6.048398
2021,11,day13,12.979874,5.329166
2021,11,day14,13.086156,7.532631
2021,11,day15,11.150692,5.875182
2021,11,day16,11.385918,3.802859
2021,11,day17,14.743026,10.508662
2021,11,day18,16.020985,9.903256
2021,11,day19,14.67285,6.674427
2021,11,day2,11.194703,6.075285
2021,11,day20,15.915676,11.515139
2021,11,day21,14.012983,8.946875
2021,11,day22,14.969508,7.30047
2021,11,day23,10.407249,2.421681
2021,11,day24,11.388266,4.002246
2021,11,day25,14.856141,9.436922
2021,11,day26,15.10713,7.726247
2021,11,day27,11.128399,4.758321
2021,11,day28,14.909058,8.118552
2021,11,day29,15.555677,11.442851
2021,11,day3,15.37234,11.233742
2021,11,day30,14.275162,6.484927
2021,11,day31,13.453436,7.201
2021,11,day4,13.786856,8.803717
2021,11,day5,11.842428,6.194459
2021,11,day6,13.375929,9.132012
2021,11,day7,11.750453,7.201509
2021,11,day8,11.268544,3.729934
2021,11,day9,13.226681,6.703664
2021,12,day1,14.129402,6.177377
2021,12,day10,13.131477,6.785041
2021,12,day11,18.503345,11.405879
2021,12,day12,18.078885,10.636207
2021,12,day13,18.763353,13.268989
2021,12,day14,18.651539,13.069157
2021,12,day15,13.606193,8.399132
2021,12,day16,13.81871,9.188694
2021,12,day17,18.692161,11.524791
2021,12,day18,18.763973,12.167252
2021,12,day19,14.045216,6.170244
2021,12,day2,18.289758,12.320851
2021,12,day20,17.161362,9.445982
2021,12,day21,17.721951,12.829002
2021,12,day22,16.533701,11.832294
2021,12,day23,14.840939,8.086946
2021,12,day24,13.76409,6.848766
2021,12,day25,18.692729,10.897936
2021,12,day26,15.349609,7.372476
2021,12,day27,18.791104,14.661573
2021,12,day28,16.614332,8.930179
2021,12,day29,18.80519,13.921609
2021,12,day3,14.854318,8.892573
2021,12,day30,16.393301,8.64655
2021,12,day31,13.84386,6.862487
2021,12,day4,13.541544,8.611051
2021,12,day5,14.312854,8.20706
2021,12,day6,13.004101,5.332516
2021,12,day7,14.208786,9.686828
2021,12,day8,17.301626,9.626503
2021,12,day9,18.065705,12.771349
2022,1,day1,18.427976,10.498457
2022,1,day10,22.307312,16.334984
2022,1,day11,19.272275,13.08818
2022,1,day12,17.608571,11.690614
2022,1,day13,22.184304,15.580426
2022,1,day14,21.122962,16.472336
2022,1,day15,17.442256,10.059206
2022,1,day16,18.769452,13.494584
2022,1,day17,22.709973,18.413171
2022,1,day18,18.020631,12.5188
2022,1,day19,21.391911,15.203725
2022,1,day2,18.007325,10.466043
2022,1,day20,22.388745,18.016326
2022,1,day21,20.564183,14.109604
2022,1,day22,19.896421,15.772448
2022,1,day23,22.654654,17.994665
2022,1,day24,22.33852,17.710105
2022,1,day25,17.607547,12.785345
2022,1,day26,18.139906,11.351119
2022,1,day27,21.332229,14.412333
2022,1,day28,18.591589,13.465496
2022,1,day29,18.42529,14.226748
2022,1,day3,17.532356,10.696493
2022,1,day30,20.430619,13.071201
2022,1,day31,17.92154,12.478224
2022,1,day4,20.834616,13.288002
2022,1,day5,19.67978,14.61893
2022,1,day6,18.497245,14.226066
2022,1,day7,18.539948,14.107809
2022,1,day8,17.007687,11.463939
2022,1,day9,21.395507,13.5191
2022,2,day1,23.565636,18.387438
2022,2,day10,23.21641,17.433309
2022,2,day11,22.579776,16.719544
2022,2,day12,22.357454,17.283206
2022,2,day13,21.369836,14.360896
2022,2,day14,25.004811,20.661982
2022,2,day15,23.062748,16.896952
2022,2,day16,26.824233,20.465327
2022,2,day17,24.321611,16.958423
2022,2,day18,25.910431,20.235903
2022,2,day19,24.213086,16.74551
2022,2,day2,24.972121,18.571259
2022,2,day20,23.848946,16.322331
2022,2,day21,23.857574,19.541753
2022,2,day22,26.416663,19.55944
2022,2,day23,24.012609,16.410789
2022,2,day24,25.802702,19.092562
2022,2,day25,24.721639,20.240511
2022,2,day26,25.543133,20.851617
2022,2,day27,26.906208,19.017548
2022,2,day28,25.850764,21.34602
2022,2,day29,23.540249,15.58713
2022,2,day3,22.198049,18.095106
2022,2,day30,23.612359,15.623283
2022,2,day31,24.763357,17.426925
2022,2,day4,22.024993,16.857747
2022,2,day5,21.491617,14.11654
2022,2,day6,22.85012,17.260251
2022,2,day7,23.934581,17.290421
2022,2,day8,21.546821,15.370317
2022,2,day9,22.109287,14.567317
2022,3,day1,25.475521,17.832303
2022,3,day10,29.566103,21.86639
2022,3,day11,27.304306,22.900344
